State,year,month,tavg,pcp
Arizona,2009,10,59.4,0.15
Arizona,2009,11,52.9,0.15
Arizona,2009,12,39.0,1.21
Arizona,2010,1,42.2,3.41
Arizona,2010,2,44.3,1.44
Arizona,2010,3,49.2,1.03
Arizona,2010,4,56.1,0.27
Arizona,2010,5,63.1,0.06
Arizona,2010,6,75.9,0.08
Arizona,2010,7,81.8,1.97
Arizona,2010,8,79.0,1.84
Arizona,2010,9,75.4,0.6
Arizona,2010,10,62.7,1.35
Arizona,2010,11,48.3,0.19
Arizona,2010,12,46.7,1.67
Arizona,2011,1,41.5,0.05
Arizona,2011,2,41.7,1.05
Arizona,2011,3,53.3,0.33
Arizona,2011,4,58.9,0.41
Arizona,2011,5,63.2,0.28
Arizona,2011,6,75.7,0.02
Arizona,2011,7,80.8,1.76
Arizona,2011,8,82.2,1.28
Arizona,2011,9,74.6,1.31
Arizona,2011,10,62.8,0.67
Arizona,2011,11,49.4,0.92
Arizona,2011,12,39.9,1.55
Arizona,2012,1,45.3,0.26
Arizona,2012,2,45.6,0.43
Arizona,2012,3,51.6,0.69
Arizona,2012,4,60.6,0.32
Arizona,2012,5,69.3,0.05
Arizona,2012,6,78.7,0.08
Arizona,2012,7,79.9,2.52
Arizona,2012,8,80.5,2.22
Arizona,2012,9,73.7,1.07
Arizona,2012,10,63.8,0.25
Arizona,2012,11,53.8,0.21
Arizona,2012,12,42.4,1.46
Arizona,2013,1,38.6,1.3
Arizona,2013,2,42.2,0.51
Arizona,2013,3,54.8,0.57
Arizona,2013,4,59.4,0.2
Arizona,2013,5,67.4,0.06
Arizona,2013,6,79.5,0.03
Arizona,2013,7,81.0,2.68
Arizona,2013,8,78.5,2.39
Arizona,2013,9,72.4,1.88
Arizona,2013,10,58.8,0.21
Arizona,2013,11,51.3,1.86
Arizona,2013,12,41.5,0.44
Arizona,2014,1,46.5,0.03
Arizona,2014,2,50.0,0.16
Arizona,2014,3,53.9,0.9
Arizona,2014,4,59.1,0.24
Arizona,2014,5,66.8,0.07
Arizona,2014,6,77.7,0.01
Arizona,2014,7,81.4,1.86
Arizona,2014,8,76.5,3.13
Arizona,2014,9,74.2,2.49
Arizona,2014,10,64.9,0.6
Arizona,2014,11,51.7,0.11
Arizona,2014,12,44.3,1.47
Arizona,2015,1,45.1,1.79
Arizona,2015,2,52.0,0.64
Arizona,2015,3,56.3,1.12
Arizona,2015,4,58.4,0.42
Arizona,2015,5,62.9,1.0
Arizona,2015,6,78.4,0.8
Arizona,2015,7,78.6,1.91
Arizona,2015,8,80.6,2.1
Arizona,2015,9,75.0,1.37
Arizona,2015,10,64.5,1.88
Arizona,2015,11,48.3,0.76
Arizona,2015,12,40.9,0.6
Arizona,2016,1,41.8,1.4
Arizona,2016,2,50.6,0.29
Arizona,2016,3,54.9,0.11
Arizona,2016,4,58.5,0.8
Arizona,2016,5,64.6,0.52
Arizona,2016,6,80.3,0.43
Arizona,2016,7,82.4,1.39
Arizona,2016,8,77.5,2.57
Arizona,2016,9,71.6,1.35
Arizona,2016,10,66.1,0.35
Arizona,2016,11,53.1,0.94
Arizona,2016,12,44.7,2.13
Arizona,2017,1,42.3,2.07
Arizona,2017,2,49.4,1.26
Arizona,2017,3,56.6,0.41
Arizona,2017,4,59.9,0.19
Arizona,2017,5,66.1,0.41
Arizona,2017,6,79.8,0.06
Arizona,2017,7,81.5,2.89
Arizona,2017,8,79.1,1.39
Arizona,2017,9,72.4,0.61
Arizona,2017,10,65.1,0.03
Arizona,2017,11,57.6,0.02
Arizona,2017,12,46.6,0.13
Arizona,2018,1,47.6,0.56
Arizona,2018,2,46.7,1.07
Arizona,2018,3,52.3,0.44
Arizona,2018,4,62.9,0.04
Arizona,2018,5,68.5,0.15
Arizona,2018,6,78.6,0.33
Arizona,2018,7,82.3,2.59
Arizona,2018,8,80.2,2.0
Arizona,2018,9,76.0,0.81
Arizona,2018,10,59.9,2.7
Arizona,2018,11,49.4,0.27
Arizona,2018,12,42.8,0.71
Arizona,2019,1,42.4,1.5
Arizona,2019,2,40.9,2.74
Arizona,2019,3,51.7,1.22
Arizona,2019,4,60.3,0.3
Arizona,2019,5,60.7,0.91
Arizona,2019,6,75.2,0.06
Arizona,2019,7,81.9,0.79
Arizona,2019,8,81.9,0.88
Arizona,2019,9,73.8,1.68
Arizona,2019,10,60.0,0.02
Arizona,2019,11,52.1,2.96
Arizona,2019,12,42.2,1.63
Arizona,2020,1,43.7,0.45
Arizona,2020,2,45.9,1.1
Arizona,2020,3,51.0,2.38
Arizona,2020,4,59.3,0.36
Arizona,2020,5,70.5,0.11
Arizona,2020,6,76.8,0.04
Arizona,2020,7,82.8,0.71
Arizona,2020,8,84.1,0.6
Arizona,2020,9,75.6,0.11
Arizona,2020,10,66.2,0.14
Arizona,2020,11,53.5,0.27
Arizona,2020,12,42.0,0.29
Arizona,2021,1,42.6,1.31
Arizona,2021,2,46.5,0.23
Arizona,2021,3,49.4,0.73
Arizona,2021,4,61.2,0.19
Arizona,2021,5,67.9,0.04
Arizona,2021,6,80.6,0.22
Arizona,2021,7,81.4,3.82
Arizona,2021,8,79.5,2.18
Arizona,2021,9,74.8,1.29
Arizona,2021,10,59.9,0.74
Arizona,2021,11,55.8,0.05
Arizona,2021,12,45.6,1.77
Arizona,2022,1,43.5,0.3
Arizona,2022,2,44.0,0.4
Arizona,2022,3,51.8,0.58
Arizona,2022,4,60.5,0.02
Arizona,2022,5,68.6,0.0
Arizona,2022,6,78.6,0.7
Arizona,2022,7,82.2,2.27
Arizona,2022,8,79.0,3.24
Arizona,2022,9,75.9,1.45
Arizona,2022,10,61.8,1.22
Arizona,2022,11,46.1,0.42
Arizona,2022,12,42.8,1.47
Arizona,2023,1,40.3,2.21
Arizona,2023,2,41.9,1.05
Arizona,2023,3,47.2,2.09
Arizona,2023,4,58.4,0.02
Arizona,2023,5,66.5,0.46
Arizona,2023,6,72.4,0.09
Arizona,2023,7,85.4,0.52
Arizona,2023,8,80.7,1.83
Arizona,2023,9,73.6,1.18
Arizona,2023,10,64.4,0.19
Arizona,2023,11,52.6,0.47
Arizona,2023,12,45.4,0.92
Arizona,2024,1,42.1,1.37
Arizona,2024,2,46.8,1.73
Arizona,2024,3,49.9,1.61
Arizona,2024,4,58.0,0.56
Arizona,2024,5,66.5,0.05
Arizona,2024,6,80.4,0.58
Arizona,2024,7,84.5,1.23
Arizona,2024,8,81.4,1.67
Arizona,2024,9,76.4,0.25
Arizona,2024,10,67.9,0.43
Arizona,2024,11,48.4,0.35
Arizona,2024,12,47.8,0.01
Arkansas,1985,1,32.0,3.01
Arkansas,1985,2,37.8,3.96
Arkansas,1985,3,55.5,5.6
Arkansas,1985,4,62.5,5.49
Arkansas,1985,5,68.9,3.39
Arkansas,1985,6,76.1,3.02
Arkansas,1985,7,79.9,2.93
Arkansas,1985,8,79.0,3.26
Arkansas,1985,9,71.7,3.32
Arkansas,1985,10,63.7,5.65
Arkansas,1985,11,54.2,6.14
Arkansas,1985,12,36.8,3.16
Arkansas,1986,1,41.3,0.45
Arkansas,1986,2,47.0,3.19
Arkansas,1986,3,53.9,2.65
Arkansas,1986,4,62.5,6.41
Arkansas,1986,5,69.4,4.57
Arkansas,1986,6,77.6,6.0
Arkansas,1986,7,83.5,1.32
Arkansas,1986,8,76.7,4.05
Arkansas,1986,9,75.3,3.24
Arkansas,1986,10,61.5,5.18
Arkansas,1986,11,48.5,5.94
Arkansas,1986,12,41.0,3.39
Arkansas,1987,1,38.5,2.42
Arkansas,1987,2,45.6,6.57
Arkansas,1987,3,52.0,3.74
Arkansas,1987,4,60.1,1.17
Arkansas,1987,5,73.2,5.11
Arkansas,1987,6,76.9,3.42
Arkansas,1987,7,79.6,3.2
Arkansas,1987,8,82.0,2.61
Arkansas,1987,9,72.2,3.32
Arkansas,1987,10,57.4,2.53
Arkansas,1987,11,51.6,8.89
Arkansas,1987,12,43.3,10.12
Arkansas,1988,1,34.8,2.6
Arkansas,1988,2,41.5,2.87
Arkansas,1988,3,50.5,5.23
Arkansas,1988,4,60.0,3.56
Arkansas,1988,5,68.2,1.84
Arkansas,1988,6,76.6,1.38
Arkansas,1988,7,79.6,5.41
Arkansas,1988,8,80.7,2.65
Arkansas,1988,9,73.2,3.55
Arkansas,1988,10,57.8,3.95
Arkansas,1988,11,51.4,9.37
Arkansas,1988,12,42.7,3.62
Arkansas,1989,1,44.3,4.57
Arkansas,1989,2,37.2,8.57
Arkansas,1989,3,51.3,5.89
Arkansas,1989,4,60.8,2.09
Arkansas,1989,5,67.5,6.51
Arkansas,1989,6,74.1,6.73
Arkansas,1989,7,77.6,6.76
Arkansas,1989,8,78.0,1.85
Arkansas,1989,9,69.2,3.49
Arkansas,1989,10,62.1,1.34
Arkansas,1989,11,52.5,1.74
Arkansas,1989,12,33.0,1.81
Arkansas,1990,1,45.6,6.27
Arkansas,1990,2,49.3,6.93
Arkansas,1990,3,53.4,8.9
Arkansas,1990,4,59.6,6.14
Arkansas,1990,5,66.1,9.53
Arkansas,1990,6,78.0,2.71
Arkansas,1990,7,79.9,2.32
Arkansas,1990,8,79.2,2.32
Arkansas,1990,9,75.4,3.99
Arkansas,1990,10,59.2,6.75
Arkansas,1990,11,54.7,3.77
Arkansas,1990,12,41.7,7.28
Arkansas,1991,1,37.2,4.59
Arkansas,1991,2,46.5,3.74
Arkansas,1991,3,54.2,3.65
Arkansas,1991,4,62.7,12.28
Arkansas,1991,5,72.3,5.57
Arkansas,1991,6,77.8,2.84
Arkansas,1991,7,80.6,3.17
Arkansas,1991,8,78.2,3.69
Arkansas,1991,9,71.6,3.46
Arkansas,1991,10,62.8,7.21
Arkansas,1991,11,46.6,5.16
Arkansas,1991,12,45.1,6.16
Arkansas,1992,1,40.8,2.42
Arkansas,1992,2,48.6,3.28
Arkansas,1992,3,52.6,5.24
Arkansas,1992,4,60.4,2.61
Arkansas,1992,5,66.8,3.38
Arkansas,1992,6,73.9,6.95
Arkansas,1992,7,79.3,5.49
Arkansas,1992,8,74.0,2.68
Arkansas,1992,9,70.5,4.39
Arkansas,1992,10,61.6,1.59
Arkansas,1992,11,48.2,5.4
Arkansas,1992,12,42.0,4.83
Arkansas,1993,1,39.4,4.77
Arkansas,1993,2,41.3,2.97
Arkansas,1993,3,49.0,3.32
Arkansas,1993,4,56.3,5.96
Arkansas,1993,5,67.0,5.11
Arkansas,1993,6,76.4,4.12
Arkansas,1993,7,83.2,1.4
Arkansas,1993,8,81.3,3.6
Arkansas,1993,9,70.6,5.14
Arkansas,1993,10,58.7,5.53
Arkansas,1993,11,46.0,5.42
Arkansas,1993,12,42.5,4.7
Arkansas,1994,1,36.6,5.44
Arkansas,1994,2,43.0,3.87
Arkansas,1994,3,51.9,5.16
Arkansas,1994,4,62.7,4.25
Arkansas,1994,5,66.2,3.97
Arkansas,1994,6,78.8,4.06
Arkansas,1994,7,78.1,6.59
Arkansas,1994,8,76.2,3.1
Arkansas,1994,9,70.2,2.2
Arkansas,1994,10,62.4,3.88
Arkansas,1994,11,54.2,7.14
Arkansas,1994,12,44.4,4.73
Arkansas,1995,1,41.1,5.08
Arkansas,1995,2,44.5,2.05
Arkansas,1995,3,53.5,3.47
Arkansas,1995,4,60.1,6.03
Arkansas,1995,5,68.3,4.9
Arkansas,1995,6,74.6,3.67
Arkansas,1995,7,80.0,4.22
Arkansas,1995,8,83.1,1.24
Arkansas,1995,9,70.0,2.64
Arkansas,1995,10,62.0,2.39
Arkansas,1995,11,47.8,2.82
Arkansas,1995,12,40.7,4.34
Arkansas,1996,1,38.2,2.81
Arkansas,1996,2,44.4,1.63
Arkansas,1996,3,46.2,3.64
Arkansas,1996,4,58.2,4.52
Arkansas,1996,5,72.3,3.85
Arkansas,1996,6,76.3,4.34
Arkansas,1996,7,79.2,5.45
Arkansas,1996,8,77.6,3.02
Arkansas,1996,9,70.0,6.09
Arkansas,1996,10,61.2,3.99
Arkansas,1996,11,46.6,8.89
Arkansas,1996,12,44.6,3.53
Arkansas,1997,1,38.6,2.93
Arkansas,1997,2,46.0,6.02
Arkansas,1997,3,54.8,6.15
Arkansas,1997,4,56.0,7.72
Arkansas,1997,5,65.9,3.92
Arkansas,1997,6,74.3,5.07
Arkansas,1997,7,81.3,1.99
Arkansas,1997,8,77.4,3.17
Arkansas,1997,9,73.2,2.9
Arkansas,1997,10,60.9,4.52
Arkansas,1997,11,47.1,3.47
Arkansas,1997,12,40.4,4.07
Arkansas,1998,1,44.3,6.33
Arkansas,1998,2,46.5,4.77
Arkansas,1998,3,49.6,5.79
Arkansas,1998,4,59.7,3.23
Arkansas,1998,5,72.7,3.41
Arkansas,1998,6,79.9,2.0
Arkansas,1998,7,84.0,3.47
Arkansas,1998,8,80.9,3.24
Arkansas,1998,9,77.9,4.24
Arkansas,1998,10,64.1,5.11
Arkansas,1998,11,53.7,3.01
Arkansas,1998,12,43.9,4.57
Arkansas,1999,1,42.6,6.89
Arkansas,1999,2,49.6,1.33
Arkansas,1999,3,49.0,5.33
Arkansas,1999,4,63.4,5.59
Arkansas,1999,5,68.2,4.62
Arkansas,1999,6,76.5,5.35
Arkansas,1999,7,81.6,1.79
Arkansas,1999,8,81.2,1.2
Arkansas,1999,9,71.9,1.77
Arkansas,1999,10,62.0,3.12
Arkansas,1999,11,55.8,1.85
Arkansas,1999,12,44.0,4.96
Arkansas,2000,1,41.8,2.32
Arkansas,2000,2,49.1,2.66
Arkansas,2000,3,54.8,4.24
Arkansas,2000,4,59.2,3.61
Arkansas,2000,5,70.8,6.69
Arkansas,2000,6,75.1,6.93
Arkansas,2000,7,80.1,1.54
Arkansas,2000,8,83.8,0.43
Arkansas,2000,9,73.7,2.95
Arkansas,2000,10,63.9,1.76
Arkansas,2000,11,46.8,8.97
Arkansas,2000,12,31.6,3.6
Arkansas,2001,1,37.0,3.48
Arkansas,2001,2,45.5,8.07
Arkansas,2001,3,47.9,3.78
Arkansas,2001,4,65.4,2.34
Arkansas,2001,5,70.0,5.64
Arkansas,2001,6,75.5,3.15
Arkansas,2001,7,82.0,2.58
Arkansas,2001,8,80.8,2.84
Arkansas,2001,9,70.9,3.65
Arkansas,2001,10,59.5,5.82
Arkansas,2001,11,55.0,5.78
Arkansas,2001,12,45.2,8.28
Arkansas,2002,1,42.5,4.01
Arkansas,2002,2,42.3,2.73
Arkansas,2002,3,47.9,9.5
Arkansas,2002,4,63.6,3.33
Arkansas,2002,5,67.0,6.16
Arkansas,2002,6,76.6,2.57
Arkansas,2002,7,80.6,4.13
Arkansas,2002,8,79.9,3.36
Arkansas,2002,9,75.2,2.98
Arkansas,2002,10,60.5,4.35
Arkansas,2002,11,48.2,2.17
Arkansas,2002,12,42.7,7.54
Arkansas,2003,1,36.8,0.67
Arkansas,2003,2,40.1,6.05
Arkansas,2003,3,51.2,2.01
Arkansas,2003,4,61.7,2.6
Arkansas,2003,5,69.6,6.87
Arkansas,2003,6,73.1,5.75
Arkansas,2003,7,80.0,3.56
Arkansas,2003,8,80.8,2.93
Arkansas,2003,9,70.2,3.6
Arkansas,2003,10,62.8,2.43
Arkansas,2003,11,54.6,5.26
Arkansas,2003,12,42.3,3.11
Arkansas,2004,1,41.0,3.26
Arkansas,2004,2,40.6,4.1
Arkansas,2004,3,55.9,4.48
Arkansas,2004,4,60.8,6.28
Arkansas,2004,5,70.7,5.0
Arkansas,2004,6,75.8,5.81
Arkansas,2004,7,77.8,4.71
Arkansas,2004,8,75.3,2.76
Arkansas,2004,9,73.0,0.4
Arkansas,2004,10,65.8,8.17
Arkansas,2004,11,54.1,8.99
Arkansas,2004,12,41.5,3.06
Arkansas,2005,1,44.7,5.32
Arkansas,2005,2,47.5,2.84
Arkansas,2005,3,50.4,3.5
Arkansas,2005,4,60.9,4.12
Arkansas,2005,5,67.4,1.93
Arkansas,2005,6,77.5,1.98
Arkansas,2005,7,80.2,4.05
Arkansas,2005,8,82.2,3.04
Arkansas,2005,9,77.0,4.77
Arkansas,2005,10,61.7,0.26
Arkansas,2005,11,54.0,3.2
Arkansas,2005,12,40.0,0.74
Arkansas,2006,1,47.5,4.61
Arkansas,2006,2,40.8,2.51
Arkansas,2006,3,53.4,5.02
Arkansas,2006,4,66.5,4.56
Arkansas,2006,5,69.9,3.93
Arkansas,2006,6,76.3,2.56
Arkansas,2006,7,81.2,2.79
Arkansas,2006,8,82.1,3.74
Arkansas,2006,9,69.7,4.33
Arkansas,2006,10,60.1,4.52
Arkansas,2006,11,51.5,4.88
Arkansas,2006,12,44.9,5.88
Arkansas,2007,1,39.9,6.92
Arkansas,2007,2,40.9,2.44
Arkansas,2007,3,59.5,1.64
Arkansas,2007,4,57.4,4.22
Arkansas,2007,5,71.0,3.69
Arkansas,2007,6,77.1,3.65
Arkansas,2007,7,77.6,5.75
Arkansas,2007,8,83.7,0.89
Arkansas,2007,9,74.1,4.56
Arkansas,2007,10,64.0,5.15
Arkansas,2007,11,52.5,2.06
Arkansas,2007,12,44.0,5.73
Arkansas,2008,1,39.0,1.73
Arkansas,2008,2,43.6,4.67
Arkansas,2008,3,51.9,9.06
Arkansas,2008,4,58.8,8.13
Arkansas,2008,5,68.1,4.55
Arkansas,2008,6,77.7,4.06
Arkansas,2008,7,80.5,2.9
Arkansas,2008,8,77.7,7.27
Arkansas,2008,9,71.1,7.63
Arkansas,2008,10,60.0,3.71
Arkansas,2008,11,48.9,2.31
Arkansas,2008,12,41.0,4.46
Arkansas,2009,1,38.4,2.74
Arkansas,2009,2,47.3,2.71
Arkansas,2009,3,52.7,5.35
Arkansas,2009,4,59.6,5.21
Arkansas,2009,5,67.5,11.03
Arkansas,2009,6,78.8,2.61
Arkansas,2009,7,77.8,7.55
Arkansas,2009,8,76.6,3.55
Arkansas,2009,9,71.3,8.64
Arkansas,2009,10,57.0,14.13
Arkansas,2009,11,54.0,1.7
Arkansas,2009,12,38.1,6.98
Arkansas,2010,1,36.5,3.92
Arkansas,2010,2,36.5,3.32
Arkansas,2010,3,50.5,2.99
Arkansas,2010,4,63.4,3.06
Arkansas,2010,5,71.3,6.2
Arkansas,2010,6,81.6,2.61
Arkansas,2010,7,82.0,4.46
Arkansas,2010,8,83.9,1.73
Arkansas,2010,9,74.8,3.3
Arkansas,2010,10,62.7,1.31
Arkansas,2010,11,52.0,4.35
Arkansas,2010,12,38.9,1.54
Arkansas,2011,1,37.6,1.6
Arkansas,2011,2,43.9,4.12
Arkansas,2011,3,52.5,2.8
Arkansas,2011,4,63.5,10.6
Arkansas,2011,5,67.3,8.31
Arkansas,2011,6,81.7,1.67
Arkansas,2011,7,84.7,2.03
Arkansas,2011,8,83.1,4.26
Arkansas,2011,9,70.2,2.49
Arkansas,2011,10,60.6,2.54
Arkansas,2011,11,53.4,8.45
Arkansas,2011,12,43.3,6.97
Arkansas,2012,1,44.6,2.92
Arkansas,2012,2,47.2,3.03
Arkansas,2012,3,62.2,6.71
Arkansas,2012,4,64.4,2.56
Arkansas,2012,5,73.2,1.47
Arkansas,2012,6,78.0,1.98
Arkansas,2012,7,84.1,2.82
Arkansas,2012,8,80.2,4.37
Arkansas,2012,9,73.5,5.01
Arkansas,2012,10,59.3,3.29
Arkansas,2012,11,50.2,1.74
Arkansas,2012,12,46.4,3.91
Arkansas,2013,1,42.1,6.04
Arkansas,2013,2,43.3,4.07
Arkansas,2013,3,46.6,3.51
Arkansas,2013,4,58.5,5.23
Arkansas,2013,5,67.2,6.29
Arkansas,2013,6,77.1,3.32
Arkansas,2013,7,78.0,4.04
Arkansas,2013,8,78.4,3.83
Arkansas,2013,9,75.4,3.47
Arkansas,2013,10,61.5,4.84
Arkansas,2013,11,47.5,3.85
Arkansas,2013,12,40.1,5.75
Arkansas,2014,1,35.2,1.98
Arkansas,2014,2,38.8,2.67
Arkansas,2014,3,46.5,4.66
Arkansas,2014,4,59.6,5.54
Arkansas,2014,5,68.1,6.05
Arkansas,2014,6,76.7,6.24
Arkansas,2014,7,75.4,4.34
Arkansas,2014,8,78.7,2.89
Arkansas,2014,9,72.6,2.42
Arkansas,2014,10,63.7,5.43
Arkansas,2014,11,44.9,2.68
Arkansas,2014,12,43.8,3.01
Arkansas,2015,1,38.6,3.49
Arkansas,2015,2,36.1,3.18
Arkansas,2015,3,49.7,8.02
Arkansas,2015,4,62.5,5.75
Arkansas,2015,5,69.3,10.56
Arkansas,2015,6,78.1,3.99
Arkansas,2015,7,81.9,4.92
Arkansas,2015,8,78.1,3.02
Arkansas,2015,9,74.8,1.47
Arkansas,2015,10,63.5,3.75
Arkansas,2015,11,54.2,10.72
Arkansas,2015,12,50.0,8.44
Arkansas,2016,1,39.5,2.02
Arkansas,2016,2,46.9,2.43
Arkansas,2016,3,55.5,9.89
Arkansas,2016,4,62.5,5.8
Arkansas,2016,5,67.2,4.54
Arkansas,2016,6,78.9,3.1
Arkansas,2016,7,82.0,4.82
Arkansas,2016,8,80.0,7.42
Arkansas,2016,9,75.8,1.8
Arkansas,2016,10,67.0,1.58
Arkansas,2016,11,55.7,3.28
Arkansas,2016,12,42.5,3.76
Arkansas,2017,1,45.2,3.02
Arkansas,2017,2,52.5,2.76
Arkansas,2017,3,55.7,4.56
Arkansas,2017,4,64.2,8.74
Arkansas,2017,5,67.7,6.59
Arkansas,2017,6,75.5,4.24
Arkansas,2017,7,80.6,4.72
Arkansas,2017,8,76.9,6.3
Arkansas,2017,9,73.2,1.21
Arkansas,2017,10,62.9,1.82
Arkansas,2017,11,53.7,1.11
Arkansas,2017,12,42.4,5.19
Arkansas,2018,1,35.7,2.7
Arkansas,2018,2,45.9,11.81
Arkansas,2018,3,53.9,5.45
Arkansas,2018,4,55.2,5.06
Arkansas,2018,5,75.0,3.28
Arkansas,2018,6,80.1,2.94
Arkansas,2018,7,81.8,3.24
Arkansas,2018,8,78.8,6.43
Arkansas,2018,9,75.0,5.32
Arkansas,2018,10,62.6,5.22
Arkansas,2018,11,45.8,5.11
Arkansas,2018,12,44.2,7.76
Arkansas,2019,1,40.8,4.51
Arkansas,2019,2,46.0,7.76
Arkansas,2019,3,48.9,3.98
Arkansas,2019,4,60.8,8.25
Arkansas,2019,5,70.6,9.18
Arkansas,2019,6,75.6,6.12
Arkansas,2019,7,79.0,4.83
Arkansas,2019,8,80.3,4.51
Arkansas,2019,9,79.7,1.98
Arkansas,2019,10,60.8,7.56
Arkansas,2019,11,46.4,4.66
Arkansas,2019,12,45.7,2.31
Arkansas,2020,1,43.9,6.15
Arkansas,2020,2,44.5,5.79
Arkansas,2020,3,56.5,7.39
Arkansas,2020,4,58.8,6.11
Arkansas,2020,5,66.8,6.94
Arkansas,2020,6,76.4,4.67
Arkansas,2020,7,81.3,3.64
Arkansas,2020,8,77.8,6.74
Arkansas,2020,9,71.8,5.65
Arkansas,2020,10,59.4,4.42
Arkansas,2020,11,54.0,1.94
Arkansas,2020,12,42.6,4.38
Arkansas,2021,1,41.4,4.12
Arkansas,2021,2,34.8,3.4
Arkansas,2021,3,55.2,6.15
Arkansas,2021,4,58.4,5.54
Arkansas,2021,5,66.8,6.73
Arkansas,2021,6,76.9,4.87
Arkansas,2021,7,79.4,4.72
Arkansas,2021,8,80.7,3.02
Arkansas,2021,9,74.3,1.87
Arkansas,2021,10,65.5,4.21
Arkansas,2021,11,49.4,2.12
Arkansas,2021,12,53.4,3.48
Arkansas,2022,1,38.7,3.39
Arkansas,2022,2,42.2,4.41
Arkansas,2022,3,52.1,5.76
Arkansas,2022,4,59.9,6.48
Arkansas,2022,5,71.0,6.47
Arkansas,2022,6,78.2,3.38
Arkansas,2022,7,84.1,3.19
Arkansas,2022,8,79.4,4.42
Arkansas,2022,9,73.8,1.26
Arkansas,2022,10,61.4,3.24
Arkansas,2022,11,49.8,4.51
Arkansas,2022,12,43.2,5.18
Arkansas,2023,1,46.5,5.89
Arkansas,2023,2,48.8,4.81
Arkansas,2023,3,53.0,8.13
Arkansas,2023,4,60.3,5.37
Arkansas,2023,5,70.0,3.84
Arkansas,2023,6,77.3,4.09
Arkansas,2023,7,81.0,5.03
Arkansas,2023,8,81.7,3.13
Arkansas,2023,9,74.8,2.56
Arkansas,2023,10,64.0,4.58
Arkansas,2023,11,51.7,2.15
Arkansas,2023,12,46.0,2.75
Arkansas,2024,1,36.1,7.59
Arkansas,2024,2,51.7,2.48
Arkansas,2024,3,55.3,5.32
Arkansas,2024,4,63.3,5.46
Arkansas,2024,5,72.8,6.28
Arkansas,2024,6,78.3,3.06
Arkansas,2024,7,79.7,5.31
Arkansas,2024,8,80.5,1.92
Arkansas,2024,9,73.4,3.69
Arkansas,2024,10,66.0,0.78
Arkansas,2024,11,56.5,6.15
Arkansas,2024,12,46.3,6.71
California,1985,1,41.7,0.81
California,1985,2,45.2,1.85
California,1985,3,46.4,2.88
California,1985,4,58.2,0.24
California,1985,5,61.2,0.2
California,1985,6,72.3,0.21
California,1985,7,77.2,0.28
California,1985,8,73.0,0.07
California,1985,9,64.4,1.08
California,1985,10,58.9,1.15
California,1985,11,46.0,3.84
California,1985,12,43.4,2.09
California,1986,1,48.8,3.8
California,1986,2,48.8,9.33
California,1986,3,53.6,4.7
California,1986,4,54.6,1.0
California,1986,5,62.2,0.7
California,1986,6,71.2,0.08
California,1986,7,72.9,0.22
California,1986,8,76.0,0.12
California,1986,9,63.5,1.4
California,1986,10,59.1,0.64
California,1986,11,51.7,0.77
California,1986,12,44.1,1.49
California,1987,1,41.4,3.07
California,1987,2,46.2,2.79
California,1987,3,48.6,3.59
California,1987,4,59.3,0.4
California,1987,5,63.5,0.63
California,1987,6,71.0,0.2
California,1987,7,70.9,0.25
California,1987,8,74.3,0.04
California,1987,9,69.8,0.1
California,1987,10,64.0,1.33
California,1987,11,49.4,2.26
California,1987,12,40.9,5.04
California,1988,1,42.7,3.84
California,1988,2,48.5,0.8
California,1988,3,51.6,0.59
California,1988,4,55.2,2.42
California,1988,5,60.3,0.91
California,1988,6,68.2,0.57
California,1988,7,77.6,0.09
California,1988,8,74.6,0.41
California,1988,9,69.4,0.11
California,1988,10,64.6,0.1
California,1988,11,49.8,4.2
California,1988,12,42.5,3.06
California,1989,1,40.9,1.59
California,1989,2,42.7,1.57
California,1989,3,51.8,5.1
California,1989,4,60.0,0.83
California,1989,5,61.4,0.77
California,1989,6,69.5,0.31
California,1989,7,75.3,0.04
California,1989,8,72.1,0.29
California,1989,9,68.1,1.33
California,1989,10,58.9,1.95
California,1989,11,51.8,1.05
California,1989,12,44.8,0.12
California,1990,1,43.1,3.72
California,1990,2,42.7,2.36
California,1990,3,51.4,1.3
California,1990,4,58.4,0.83
California,1990,5,60.2,2.46
California,1990,6,69.4,0.18
California,1990,7,76.4,0.28
California,1990,8,73.7,0.36
California,1990,9,69.9,0.41
California,1990,10,62.0,0.47
California,1990,11,50.0,0.71
California,1990,12,38.4,0.91
California,1991,1,43.6,1.0
California,1991,2,51.5,2.24
California,1991,3,44.8,9.11
California,1991,4,52.7,0.75
California,1991,5,57.9,0.82
California,1991,6,66.2,0.32
California,1991,7,75.4,0.26
California,1991,8,73.2,0.2
California,1991,9,72.2,0.24
California,1991,10,64.5,1.28
California,1991,11,51.6,1.07
California,1991,12,44.0,2.5
California,1992,1,43.2,1.94
California,1992,2,49.1,5.98
California,1992,3,50.8,3.65
California,1992,4,58.9,1.03
California,1992,5,67.0,0.23
California,1992,6,69.0,0.71
California,1992,7,73.8,0.24
California,1992,8,76.2,0.2
California,1992,9,70.8,0.05
California,1992,10,62.6,2.13
California,1992,11,49.5,0.59
California,1992,12,40.3,6.48
California,1993,1,41.3,8.86
California,1993,2,44.0,5.98
California,1993,3,52.9,3.05
California,1993,4,55.2,1.45
California,1993,5,62.3,1.44
California,1993,6,68.0,0.87
California,1993,7,72.2,0.03
California,1993,8,73.2,0.22
